Data,Temperatura,Umidità
20.08.2022 11:00,24.0,75
20.08.2022 10:00,22.8,80
20.08.2022 09:00,20.8,87
20.08.2022 08:00,18.0,100
19.08.2022 20:00,24.0,85
19.08.2022 19:00,25.6,70
19.08.2022 18:00,25.4,71
19.08.2022 17:00,25.0,77
19.08.2022 16:00,23.2,93
19.08.2022 15:00,22.0,100
19.08.2022 14:00,21.4,100
19.08.2022 13:00,21.4,100
19.08.2022 12:00,21.0,98
19.08.2022 11:00,19.8,100
19.08.2022 10:00,18.6,100
19.08.2022 09:00,17.2,100
19.08.2022 08:00,17.4,100
18.08.2022 20:00,22.2,100
18.08.2022 19:00,22.6,100
18.08.2022 18:00,22.6,95
18.08.2022 17:00,22.0,100
18.08.2022 16:00,21.4,93
18.08.2022 15:00,20.0,100
18.08.2022 14:00,19.0,100
18.08.2022 13:00,18.8,100
18.08.2022 12:00,19.2,100
18.08.2022 11:00,20.0,100
18.08.2022 10:00,20.0,100
18.08.2022 09:00,19.6,100
18.08.2022 08:00,19.4,100
17.08.2022 20:00,23.2,100
17.08.2022 19:00,24.2,100
17.08.2022 18:00,26.2,100
17.08.2022 17:00,26.8,95
17.08.2022 16:00,27.4,90
17.08.2022 15:00,28.0,76
17.08.2022 14:00,26.6,78
17.08.2022 13:00,26.2,77
17.08.2022 12:00,25.6,77
17.08.2022 11:00,25.4,78
17.08.2022 10:00,23.8,80
17.08.2022 09:00,22.0,89
17.08.2022 08:00,18.4,100
16.08.2022 20:00,28.4,75
16.08.2022 19:00,28.6,73
16.08.2022 18:00,29.8,61
16.08.2022 17:00,30.0,59
16.08.2022 16:00,29.4,61
16.08.2022 15:00,29.0,64
16.08.2022 14:00,28.6,66
16.08.2022 13:00,27.0,71
16.08.2022 12:00,26.0,76
16.08.2022 11:00,25.0,79
16.08.2022 10:00,23.0,88
16.08.2022 09:00,21.4,100
16.08.2022 08:00,20.0,100
15.08.2022 20:00,28.0,70
15.08.2022 19:00,28.4,73
15.08.2022 18:00,29.6,65
15.08.2022 17:00,29.8,58
15.08.2022 16:00,29.4,58
15.08.2022 15:00,29.0,61
15.08.2022 14:00,28.0,62
15.08.2022 13:00,26.2,71
15.08.2022 12:00,26.4,65
15.08.2022 11:00,25.8,62
15.08.2022 10:00,24.0,69
15.08.2022 09:00,22.0,87
15.08.2022 08:00,18.8,100
14.08.2022 20:00,27.4,62
14.08.2022 19:00,28.0,58
14.08.2022 18:00,28.6,55
14.08.2022 17:00,28.6,54
14.08.2022 16:00,29.0,52
14.08.2022 15:00,28.6,52
14.08.2022 14:00,27.8,54
14.08.2022 13:00,27.0,56
14.08.2022 12:00,25.4,61
14.08.2022 11:00,24.0,68
14.08.2022 10:00,22.4,74
14.08.2022 09:00,21.0,87
14.08.2022 08:00,17.6,100
13.08.2022 20:00,27.0,49
13.08.2022 19:00,28.8,39
13.08.2022 18:00,29.0,41
13.08.2022 17:00,29.2,39
13.08.2022 16:00,28.8,45
13.08.2022 15:00,28.2,49
13.08.2022 14:00,27.4,51
13.08.2022 13:00,26.4,53
13.08.2022 12:00,25.0,61
13.08.2022 11:00,24.4,67
13.08.2022 10:00,22.2,92
13.08.2022 09:00,20.0,100
13.08.2022 08:00,19.6,100
12.08.2022 20:00,28.8,47
12.08.2022 19:00,29.4,48
12.08.2022 18:00,29.6,50
12.08.2022 17:00,29.4,51
12.08.2022 16:00,29.4,51
12.08.2022 15:00,28.8,51
12.08.2022 14:00,28.0,52
12.08.2022 13:00,26.0,60
12.08.2022 12:00,25.2,64
12.08.2022 11:00,24.0,72
12.08.2022 10:00,22.8,80
12.08.2022 09:00,20.8,100
12.08.2022 08:00,19.4,100
11.08.2022 20:00,29.2,50
11.08.2022 19:00,30.6,45
11.08.2022 18:00,30.8,44
11.08.2022 17:00,30.8,45
11.08.2022 16:00,31.0,42
11.08.2022 15:00,30.2,47
11.08.2022 14:00,29.6,53
11.08.2022 13:00,28.8,59
11.08.2022 12:00,28.2,62
11.08.2022 11:00,27.6,69
11.08.2022 10:00,25.2,75
11.08.2022 09:00,22.0,90
11.08.2022 08:00,21.0,89
10.08.2022 20:00,30.2,48
10.08.2022 19:00,31.0,47
10.08.2022 18:00,31.6,47
10.08.2022 17:00,31.6,46
10.08.2022 16:00,31.6,46
10.08.2022 15:00,30.6,47
10.08.2022 14:00,30.4,53
10.08.2022 13:00,29.4,55
10.08.2022 12:00,28.4,61
10.08.2022 11:00,27.8,64
10.08.2022 10:00,26.2,74
10.08.2022 09:00,24.8,82
10.08.2022 08:00,21.6,100
09.08.2022 20:00,30.0,62
09.08.2022 19:00,31.0,58
09.08.2022 18:00,31.2,59
09.08.2022 17:00,31.2,58
09.08.2022 16:00,31.0,59
09.08.2022 15:00,30.2,62
09.08.2022 14:00,29.4,66
09.08.2022 13:00,28.4,70
09.08.2022 12:00,28.0,75
09.08.2022 11:00,27.0,82
09.08.2022 10:00,25.8,82
09.08.2022 09:00,25.0,82
09.08.2022 08:00,23.0,97
08.08.2022 20:00,29.0,69
08.08.2022 19:00,30.2,63
08.08.2022 18:00,30.6,63
08.08.2022 17:00,30.4,61
08.08.2022 16:00,30.2,64
08.08.2022 15:00,28.6,68
08.08.2022 14:00,28.0,70
08.08.2022 13:00,27.4,72
08.08.2022 12:00,26.4,74
08.08.2022 11:00,26.0,76
08.08.2022 10:00,22.0,90
08.08.2022 09:00,20.8,100
08.08.2022 08:00,20.8,100
07.08.2022 20:00,27.8,79
07.08.2022 19:00,28.2,75
07.08.2022 18:00,27.8,80
07.08.2022 17:00,27.8,81
07.08.2022 16:00,27.4,82
07.08.2022 15:00,26.6,82
07.08.2022 14:00,26.0,88
07.08.2022 13:00,24.6,92
07.08.2022 12:00,24.0,100
07.08.2022 11:00,22.8,100
07.08.2022 10:00,22.4,100
07.08.2022 09:00,22.0,100
07.08.2022 08:00,22.0,100
06.08.2022 20:00,31.0,69
06.08.2022 19:00,32.6,65
06.08.2022 18:00,33.4,57
06.08.2022 17:00,33.0,59
06.08.2022 16:00,31.6,64
06.08.2022 15:00,31.6,68
06.08.2022 14:00,32.8,58
06.08.2022 13:00,31.6,61
06.08.2022 12:00,30.6,63
06.08.2022 11:00,30.0,64
