date,perc_oggi,ospedalizzati_oggi,Temperatura_media,Umidità_media
2020-12-05,10.698571428571428,7359.0,5.158571428571428,95.39285714285714
2020-12-06,10.414285714285715,7179.0,4.73404761904762,95.83630952380952
2020-12-07,10.122857142857143,7143.0,4.714425025329281,91.93216818642351
2020-12-08,9.914285714285715,6954.0,5.4125000000000005,92.55654761904762
2020-12-09,9.801428571428572,6493.0,5.615578231292518,95.05102040816327
2020-12-10,9.558571428571428,6361.0,5.794642857142857,94.91369047619047
2020-12-11,9.304285714285713,6150.0,4.051445578231293,95.60119047619047
2020-12-12,9.202857142857143,6006.0,4.869817629179331,94.81742654508612
2020-12-13,9.185714285714285,5873.0,2.602613871635611,94.11801242236025
2020-12-14,9.047142857142857,5738.0,2.019761904761905,96.43511904761905
2020-12-15,8.835714285714285,5652.0,4.40093537414966,96.37993197278912
2020-12-16,8.73,5575.0,6.549846938775509,96.88877551020407
2020-12-17,8.73,5404.0,6.988809523809524,96.7172619047619
2020-12-18,8.611428571428572,5258.0,6.757142857142857,92.83611111111111
2020-12-19,8.29857142857143,5087.0,6.897806122448978,93.08630952380953
2020-12-20,8.135714285714284,4924.0,7.012816977854972,96.71936966275872
2020-12-21,8.224285714285715,4793.0,7.505833333333333,96.19047619047618
2020-12-22,8.001428571428571,4830.0,8.026904761904762,96.09404761904761
2020-12-23,7.798571428571429,4779.0,8.111904761904762,95.41785714285713
2020-12-24,7.738571428571428,4699.0,7.97700861195542,98.1234802431611
2020-12-25,7.924285714285715,4498.0,5.863632218844985,93.20785207700101
2020-12-26,8.392857142857142,4352.0,3.6317857142857144,85.68511904761905
2020-12-27,8.607142857142858,4309.0,0.4355952380952382,86.91964285714286
2020-12-28,8.817142857142857,4303.0,0.5451020408163265,95.54761904761904
2020-12-29,8.835714285714285,4132.0,0.40468664061369236,95.41487190620929
2020-12-30,8.902857142857142,4098.0,1.5710714285714287,96.06666666666668
2020-12-31,9.405714285714286,3926.0,-0.19630952380952382,93.19107142857142
2021-01-01,9.775714285714285,3839.0,2.483690476190476,95.66964285714286
2021-01-02,9.982857142857142,3784.0,4.467872340425532,94.2202380952381
2021-01-03,10.472857142857142,3756.0,5.351190476190476,92.50297619047618
2021-01-04,10.491428571428571,3711.0,4.476751700680272,93.38069727891157
2021-01-05,10.948571428571428,3819.0,3.835081053698075,94.17844478216819
2021-01-06,11.428571428571429,3895.0,3.161632653061224,95.31930272108843
2021-01-07,11.718571428571428,3836.0,2.485111448834853,91.9131205673759
2021-01-08,11.527142857142858,3902.0,1.2059523809523809,86.05238095238096
2021-01-09,11.265714285714285,4033.0,0.7794047619047618,80.12916666666668
2021-01-10,11.282857142857143,4057.0,0.8735714285714286,75.84166666666667
2021-01-11,11.364285714285716,3984.0,-0.7948809523809522,79.90476190476191
2021-01-12,10.895714285714286,4107.0,-0.6748733535967578,80.11030901722391
2021-01-13,10.420000000000002,4113.0,1.488457556935818,76.07091097308489
2021-01-14,9.742857142857142,4082.0,1.6068085106382977,83.26755319148937
2021-01-15,9.148571428571428,4067.0,3.4204761904761907,69.94285714285715
2021-01-16,8.569999999999999,4118.0,0.6432142857142857,80.62738095238095
2021-01-17,7.618571428571428,4062.0,0.694047619047619,86.6422619047619
2021-01-18,7.067142857142857,4002.0,-1.19630083948473,90.69460124475323
2021-01-19,6.591428571428572,4044.0,-1.5330952380952383,93.18869047619047
2021-01-20,6.28,4078.0,1.3567857142857143,95.89285714285714
2021-01-21,5.835714285714286,4055.0,2.545700897380229,96.94975756259952
2021-01-22,5.732857142857143,3987.0,4.160442900564481,97.35374149659864
2021-01-23,5.5600000000000005,3897.0,6.102363221884498,89.99675785207701
2021-01-24,5.492857142857143,3833.0,2.43105116514691,88.2725937183384
2021-01-25,5.581428571428572,3819.0,2.2748682877406283,70.4581053698075
2021-01-26,5.762857142857143,3922.0,4.651790780141844,42.76395643363729
2021-01-27,5.8,3950.0,1.7304761904761903,64.74583333333332
2021-01-28,5.847142857142857,3908.0,2.1623809523809525,77.21488095238097
2021-01-29,5.815714285714286,3869.0,2.350102040816327,84.55025510204082
2021-01-30,5.788571428571429,3831.0,4.5997619047619045,82.39464285714287
2021-01-31,5.78,3865.0,6.137373353596758,91.65215660732379
2021-02-01,5.561428571428571,3860.0,4.920119047619047,86.69047619047618
2021-02-02,5.404285714285714,3905.0,3.083027210884354,96.05442176870748
2021-02-03,5.315714285714286,3913.0,4.893928571428572,97.65595238095239
2021-02-04,5.177142857142857,3901.0,6.829642857142859,96.06369047619047
2021-02-05,5.299999999999999,3908.0,8.071719905353445,94.86470718722272
2021-02-06,5.398571428571429,3894.0,8.3325,94.87670068027212
2021-02-07,5.3428571428571425,3825.0,8.546190476190477,95.453231292517
2021-02-08,5.351428571428571,3853.0,7.729285714285715,83.04175170068028
2021-02-09,5.564285714285715,3916.0,7.675868794326241,90.72155521783179
2021-02-10,5.6485714285714295,3935.0,7.260043059777103,94.99977203647417
2021-02-11,5.722857142857143,3918.0,6.1866666666666665,86.875
2021-02-12,5.744285714285715,3942.0,2.4574974670719354,63.28617021276597
2021-02-13,5.777142857142857,3939.0,-0.4711645962732919,58.11195652173914
2021-02-14,5.931428571428571,3926.0,0.2102380952380952,63.33273809523809
2021-02-15,5.96,3938.0,1.2697619047619046,65.35714285714286
2021-02-16,5.984285714285714,4066.0,3.841066362715299,73.83556231003038
2021-02-17,5.9157142857142855,4103.0,7.186785714285714,78.60654761904763
2021-02-18,5.941428571428571,4084.0,7.636547619047619,79.875
2021-02-19,6.028571428571428,4106.0,8.334642857142857,92.3809523809524
2021-02-20,6.214285714285714,4104.0,9.163214285714286,90.13035714285715
2021-02-21,6.36,4127.0,8.990476190476189,85.65119047619048
2021-02-22,6.604285714285714,4217.0,8.938528138528138,89.31883116883117
2021-02-23,6.801428571428572,4325.0,8.350167173252279,86.11590678824722
2021-02-24,7.082857142857143,4352.0,9.883644094001237,74.78033395176253
2021-02-25,7.405714285714287,4431.0,10.97707193515704,67.17206180344479
2021-02-26,7.772857142857143,4450.0,10.961397515527949,69.276966873706
2021-02-27,8.098571428571429,4497.0,11.462932900432902,66.37067099567099
2021-02-28,8.368571428571428,4544.0,9.034361471861471,60.812213976499685
2021-03-01,8.66,4665.0,7.687539682539682,65.82777777777778
2021-03-02,8.930000000000001,4884.0,8.558716167317991,63.058944854537565
2021-03-03,9.168571428571429,5051.0,7.237125850340137,74.52568027210884
2021-03-04,9.37142857142857,5267.0,8.062164502164501,74.83019480519481
2021-03-05,9.281428571428572,5347.0,10.46688775510204,74.1375850340136
2021-03-06,9.357142857142858,5499.0,7.335833333333333,73.43630952380953
2021-03-07,9.478571428571428,5631.0,5.516491894630193,68.08847517730496
2021-03-08,9.425714285714287,5797.0,6.27666149068323,73.75740165631471
2021-03-09,9.372857142857143,6027.0,7.148762939958592,70.21454451345755
2021-03-10,9.331428571428571,6201.0,7.473849206349207,67.7388888888889
2021-03-11,9.294285714285715,6363.0,7.242670068027211,74.1484693877551
2021-03-12,9.45857142857143,6576.0,10.091818642350558,81.97843392676221
2021-03-13,9.474285714285713,6762.0,9.380263975155279,73.37769151138717
2021-03-14,9.375714285714285,6791.0,9.116785714285713,57.773809523809526
2021-03-15,9.39,6926.0,9.188571428571427,54.42389455782313
2021-03-16,9.397142857142857,7239.0,10.351825396825395,31.46746031746032
2021-03-17,9.347142857142858,7422.0,8.608531746031746,38.040079365079364
2021-03-18,9.28,7530.0,6.370357142857143,60.887499999999996
2021-03-19,9.025714285714285,7584.0,6.012502894774931,64.81445216384425
2021-03-20,8.847142857142858,7682.0,5.09051744101896,63.09398610508033
2021-03-21,8.709999999999999,7732.0,4.654166666666667,49.042857142857144
2021-03-22,8.65,7774.0,7.002978723404255,50.66524822695036
2021-03-23,8.52,8001.0,7.966428571428572,51.907738095238095
2021-03-24,8.458571428571428,8023.0,9.070595238095239,59.875
2021-03-25,8.39,7977.0,9.600287456445994,65.39782229965157
2021-03-26,8.37,7959.0,13.756573498964807,59.02106625258799
2021-03-27,8.287142857142857,7976.0,11.968452380952382,75.82083333333333
2021-03-28,8.208571428571428,7937.0,12.614332298136647,71.29114906832298
2021-03-29,8.035714285714286,7864.0,14.025357142857144,68.96607142857142
2021-03-30,7.9885714285714275,7971.0,13.588809523809525,71.31547619047619
2021-03-31,7.9557142857142855,7896.0,16.518809523809523,61.09285714285714
2021-04-01,7.8357142857142845,7683.0,18.09330287929125,53.18344803037494
2021-04-02,7.622857142857143,7560.0,17.373690476190472,51.99404761904763
2021-04-03,7.505714285714285,7522.0,13.87297619047619,65.125
2021-04-04,7.378571428571428,7486.0,11.208146258503401,54.7875
2021-04-05,7.2857142857142865,7484.0,10.675595238095239,53.80773809523809
2021-04-06,7.377142857142857,7488.0,8.376495859213252,67.9437370600414
2021-04-07,7.17,7429.0,6.648809523809524,44.76130952380952
2021-04-08,6.75,7331.0,8.391428571428571,41.0029761904762
2021-04-09,6.601428571428571,7080.0,9.84170634920635,62.98412698412699
2021-04-10,6.382857142857143,6883.0,10.866581632653062,66.0047619047619
2021-04-11,6.145714285714286,6710.0,9.509523809523811,92.51190476190474
2021-04-12,5.775714285714286,6574.0,10.119601449275363,93.57948831706595
2021-04-13,5.361428571428571,6514.0,8.96701123927832,78.00134575569359
2021-04-14,5.184285714285715,6370.0,8.466972789115646,62.04727891156462
2021-04-15,5.261428571428572,6126.0,7.873072803589522,71.05677739180778
2021-04-16,5.167142857142857,5859.0,8.564166666666667,62.49404761904761
2021-04-17,5.091428571428572,5624.0,9.228095238095237,62.574999999999996
2021-04-18,5.04,5438.0,10.474523809523811,66.00952380952381
2021-04-19,5.084285714285714,5331.0,11.170714285714286,66.68035714285715
2021-04-20,4.859999999999999,5314.0,12.5125,60.13869047619048
2021-04-21,4.857142857142857,5189.0,12.85,66.01309523809525
2021-04-22,4.8,5005.0,13.193095238095239,70.05654761904762
2021-04-23,4.765714285714286,4829.0,14.572738095238096,66.68095238095238
2021-04-24,4.695714285714286,4661.0,15.282738095238093,61.20178571428572
2021-04-25,4.672857142857143,4496.0,16.690595238095238,56.275
2021-04-26,4.612857142857143,4425.0,13.745714285714286,71.88690476190477
2021-04-27,4.6499999999999995,4401.0,11.952738095238093,82.92857142857143
2021-04-28,4.655714285714285,4282.0,14.078928571428573,76.50357142857142
2021-04-29,4.611428571428571,4154.0,13.775714285714285,92.89285714285714
2021-04-30,4.498571428571429,4045.0,15.38702380952381,86.37738095238095
2021-05-01,4.361428571428571,3939.0,14.654047619047619,90.3672619047619
2021-05-02,4.247142857142857,3832.0,14.712738095238095,77.07380952380952
2021-05-03,4.11,3750.0,13.96505319148936,70.360663627153
2021-05-04,4.055714285714286,3788.0,14.891684397163118,64.72044072948329
2021-05-05,3.8871428571428566,3707.0,15.413254812563324,68.99095744680851
2021-05-06,3.8057142857142856,3585.0,15.252738095238096,69.54285714285714
2021-05-07,3.707142857142857,3459.0,17.9325,59.26547619047619
2021-05-08,3.621428571428571,3340.0,16.06047619047619,57.29226190476191
2021-05-09,3.495714285714286,3218.0,17.38011904761905,63.69702380952382
2021-05-10,3.412857142857143,3147.0,18.836388888888887,60.723412698412695
2021-05-11,3.2528571428571427,3010.0,14.694072948328268,86.3161094224924
2021-05-12,3.1471428571428572,2889.0,15.73783036618903,76.57086770878564
2021-05-13,2.988571428571429,2768.0,16.01952380952381,71.0625
2021-05-14,2.8742857142857146,2662.0,13.94965552178318,80.13890577507598
2021-05-15,2.7800000000000002,2549.0,14.344030612244902,76.74005102040816
2021-05-16,2.6499999999999995,2435.0,14.697023809523811,85.41011904761906
2021-05-17,2.6,2399.0,17.71971655328798,58.948696145124714
2021-05-18,2.5271428571428567,2345.0,16.87753111883051,57.23461427124041
2021-05-19,2.4628571428571426,2257.0,16.220460662525877,63.53369565217391
2021-05-20,2.384285714285714,2071.0,17.021446301925028,47.26762917933131
2021-05-21,2.275714285714286,1970.0,16.99797619047619,54.41845238095238
2021-05-22,2.1885714285714286,1864.0,16.508214285714285,71.27202380952382
2021-05-23,2.1457142857142855,1774.0,18.522142857142857,64.08690476190476
2021-05-24,1.945714285714286,1757.0,13.91522774327122,90.33245341614906
2021-05-25,1.91,1725.0,17.030286157941436,64.89368530020705
2021-05-26,1.8628571428571428,1642.0,16.728989361702126,63.710536980749744
2021-05-27,1.7757142857142856,1559.0,18.6825,60.708333333333336
2021-05-28,1.7142857142857146,1481.0,19.33535714285714,62.68928571428571
2021-05-29,1.6614285714285713,1374.0,19.9662925170068,58.036734693877555
2021-05-30,1.5842857142857143,1322.0,19.460833333333333,55.61130952380953
2021-05-31,1.5385714285714285,1285.0,19.10985309017224,54.76127152988855
2021-06-01,1.5,1293.0,20.582261904761907,53.67976190476191
2021-06-02,1.455714285714286,1187.0,20.606589026915117,55.22349896480331
2021-06-03,1.487142857142857,1135.0,22.388017598343684,57.975155279503106
2021-06-04,1.4485714285714284,1122.0,23.78095238095238,54.06785714285714
2021-06-05,1.4100000000000001,1057.0,23.334285714285716,61.586309523809526
2021-06-06,1.364285714285714,1000.0,21.315238095238097,74.46011904761905
2021-06-07,1.3071428571428572,966.0,20.592023809523813,82.52857142857144
2021-06-08,1.2428571428571427,962.0,21.53642857142857,76.42202380952381
2021-06-09,1.167142857142857,897.0,22.340887445887443,69.05151515151515
2021-06-10,1.04,851.0,23.01583333333333,64.38988095238095
2021-06-11,0.9785714285714285,782.0,22.532159863945584,70.93503401360545
2021-06-12,0.92,751.0,24.08969142328532,65.52625875512092
2021-06-13,0.8714285714285716,742.0,26.755108225108224,57.051352813852816
2021-06-14,0.8357142857142857,705.0,25.623928571428568,63.683928571428574
2021-06-15,0.797142857142857,690.0,24.95069655521783,54.49997467071934
2021-06-16,0.7957142857142857,626.0,24.406327254305978,65.44012158054711
2021-06-17,0.7428571428571429,586.0,26.17313540309741,64.21840353162541
2021-06-18,0.6828571428571429,518.0,27.57261904761905,56.098214285714285
2021-06-19,0.6428571428571429,482.0,26.008394705708373,58.850214433599525
2021-06-20,0.5785714285714285,485.0,25.941309523809526,64.80238095238096
2021-06-21,0.5671428571428571,468.0,26.839103343465048,60.24850557244174
2021-06-22,0.5514285714285714,462.0,25.98614741641337,55.9055977710233
2021-06-23,0.5042857142857142,422.0,24.522256838905776,65.25119047619047
2021-06-24,0.48285714285714293,386.0,24.597738095238096,56.756547619047616
2021-06-25,0.4928571428571429,361.0,24.006190476190472,57.37619047619048
2021-06-26,0.4771428571428572,333.0,24.99561224489796,57.648809523809526
2021-06-27,0.4685714285714286,320.0,26.08547619047619,56.59226190476191
2021-06-28,0.4257142857142857,311.0,27.63452380952381,53.765476190476186
2021-06-29,0.40714285714285714,300.0,26.87488095238095,51.43154761904763
2021-06-30,0.40714285714285714,269.0,24.225068389057753,59.000202634245184
2021-07-01,0.39428571428571424,250.0,24.799761904761905,53.19880952380953
2021-07-02,0.39285714285714285,242.0,25.186309523809523,57.65416666666666
2021-07-03,0.3985714285714286,253.0,25.356243667679838,63.48530901722391
2021-07-04,0.4071428571428571,239.0,21.349166666666665,88.20833333333334
2021-07-05,0.41714285714285715,208.0,22.96011904761905,71.97023809523809
2021-07-06,0.43000000000000005,203.0,25.673027210884356,61.15824829931973
2021-07-07,0.41714285714285715,194.0,26.614761904761902,64.48035714285714
2021-07-08,0.46142857142857147,177.0,23.60431972789116,76.1171768707483
2021-07-09,0.5057142857142857,162.0,23.219295845997973,62.855648429584605
2021-07-10,0.5385714285714286,158.0,24.723928571428576,57.64493414387032
2021-07-11,0.5999999999999999,161.0,24.85345238095238,62.334523809523816
2021-07-12,0.6757142857142858,164.0,25.703690476190477,65.40714285714286
2021-07-13,0.7328571428571429,166.0,24.490000000000002,68.54464285714286
2021-07-14,0.86,155.0,20.402679476045737,71.42582862932407
2021-07-15,0.9299999999999999,157.0,21.67107142857143,69.60119047619048
2021-07-16,0.9942857142857143,173.0,21.65416666666667,75.81011904761905
2021-07-17,1.0757142857142856,167.0,23.774761904761906,69.30833333333332
2021-07-18,1.1271428571428572,166.0,25.368367346938776,66.96445578231292
2021-07-19,1.227142857142857,168.0,26.780057744027847,58.97895902547066
2021-07-20,1.2914285714285714,167.0,27.24892857142857,58.232738095238105
2021-07-21,1.337142857142857,160.0,27.098333333333333,61.957142857142856
2021-07-22,1.3871428571428572,163.0,26.791547619047616,65.16309523809524
2021-07-23,1.4957142857142856,169.0,25.785678053830228,68.5185817805383
2021-07-24,1.5357142857142858,179.0,26.939166666666665,67.57916666666667
2021-07-25,1.5842857142857143,177.0,26.04702380952381,69.05892857142858
2021-07-26,1.6228571428571428,179.0,23.68619047619048,77.37797619047619
2021-07-27,1.697142857142857,209.0,23.05464285714286,83.55357142857143
2021-07-28,1.7485714285714287,223.0,23.87939440993789,78.20217391304348
2021-07-29,1.774285714285714,236.0,25.084114906832298,70.24622153209108
2021-07-30,1.7657142857142856,237.0,25.544761904761906,72.73154761904762
2021-07-31,1.8428571428571427,231.0,25.925340136054416,71.17380952380952
2021-08-01,1.8599999999999999,235.0,22.58059523809524,79.79702380952381
2021-08-02,2.0085714285714285,242.0,21.548554421768706,74.93852040816327
2021-08-03,1.9857142857142855,269.0,22.55947278911564,69.60782312925168
2021-08-04,2.0100000000000002,279.0,21.427602040816332,84.27069160997732
2021-08-05,2.085714285714286,285.0,23.081309523809526,69.68954081632653
2021-08-06,2.06,283.0,23.734999999999996,68.93095238095238
2021-08-07,2.005714285714286,294.0,24.381020408163266,71.97916666666666
2021-08-08,2.005714285714286,311.0,25.393571428571427,67.85416666666666
2021-08-09,1.8228571428571427,312.0,24.89142857142857,62.38630952380952
2021-08-10,1.78,318.0,25.15285714285714,64.81845238095238
2021-08-11,1.7857142857142858,329.0,26.320667701863357,66.3743271221532
2021-08-12,1.76,329.0,27.663214285714286,61.80476190476191
2021-08-13,1.7885714285714285,332.0,28.039761904761907,66.0904761904762
2021-08-14,1.8057142857142858,353.0,28.67238095238095,63.198214285714286
2021-08-15,2.0414285714285714,350.0,29.026071428571424,61.775
2021-08-16,2.1128571428571425,351.0,26.88345238095238,66.05178571428571
2021-08-17,2.084285714285714,359.0,24.084437229437235,55.899025974025975
2021-08-18,2.0171428571428573,358.0,23.699052795031058,57.67919254658385
2021-08-19,1.99,351.0,23.354761904761908,58.77023809523809
2021-08-20,1.9314285714285713,355.0,24.799217687074826,57.83409863945578
2021-08-21,1.887142857142857,360.0,25.38297619047619,60.726190476190474
2021-08-22,1.5985714285714285,352.0,25.828252279635258,62.71661600810537
2021-08-23,1.5400000000000003,363.0,23.69894409937888,74.74865424430642
2021-08-24,1.5557142857142858,374.0,23.181071428571432,64.2577380952381
2021-08-25,1.5457142857142856,383.0,22.715833333333332,63.01369047619048
2021-08-26,1.5628571428571427,381.0,23.401978973407545,60.93760049474336
2021-08-27,1.592857142857143,377.0,20.034080547112463,76.55379939209726
2021-08-28,1.57,373.0,20.140900621118014,64.84363354037266
2021-08-29,1.5557142857142858,377.0,20.08547619047619,61.71369047619048
2021-08-30,1.4928571428571427,389.0,20.96297619047619,63.420238095238105
2021-08-31,1.512857142857143,398.0,20.651190476190475,72.32619047619048
2021-09-01,1.487142857142857,405.0,21.540724637681162,64.67163561076606
2021-09-02,1.3985714285714288,398.0,22.27440476190476,62.62559523809524
2021-09-03,1.3642857142857143,403.0,21.59345238095238,59.918452380952374
2021-09-04,1.3571428571428572,409.0,21.85280612244898,63.34481292517006
2021-09-05,1.2771428571428574,423.0,22.625833333333333,60.97440476190476
2021-09-06,1.2671428571428573,431.0,22.993571428571425,55.832142857142856
2021-09-07,1.195714285714286,438.0,22.249642857142856,57.589880952380945
2021-09-08,1.1857142857142857,441.0,22.71166666666667,53.56011904761905
2021-09-09,1.1742857142857144,453.0,21.74922492401216,55.12591185410334
2021-09-10,1.1414285714285715,450.0,22.03452380952381,59.42619047619048
2021-09-11,1.1157142857142859,461.0,22.416547619047616,65.02083333333333
2021-09-12,1.1428571428571428,472.0,22.557911255411256,62.01893939393939
2021-09-13,1.1528571428571428,478.0,23.154166666666665,59.27559523809524
2021-09-14,1.132857142857143,496.0,22.80464285714286,67.825
2021-09-15,1.1242857142857143,494.0,23.114083850931678,73.30983436853002
2021-09-16,1.0971428571428572,494.0,22.176604554865424,83.12370600414079
2021-09-17,1.0542857142857145,486.0,21.444285714285716,81.78869047619047
2021-09-18,1.0557142857142858,495.0,21.68684265010352,79.57003105590063
2021-09-19,1.0257142857142856,487.0,19.206071428571427,83.92142857142858
2021-09-20,0.9557142857142856,498.0,18.208214285714284,72.90416666666667
2021-09-21,0.96,499.0,18.525393374741203,72.48027950310559
2021-09-22,0.9000000000000001,480.0,18.759047619047617,71.91369047619048
2021-09-23,0.86,473.0,18.20732993197279,72.8014455782313
2021-09-24,0.8614285714285713,474.0,18.661666666666665,74.3077380952381
2021-09-25,0.8185714285714285,459.0,20.208809523809524,76.16071428571429
2021-09-26,0.7957142857142857,440.0,18.556173469387755,93.37202380952382
2021-09-27,0.7885714285714285,451.0,18.273986828774063,89.92520263424517
2021-09-28,0.7557142857142857,449.0,19.45285714285714,82.67678571428571
2021-09-29,0.7528571428571428,442.0,20.74595238095238,72.1047619047619
2021-09-30,0.7342857142857143,437.0,19.106785714285714,74.9392857142857
2021-10-01,0.7071428571428572,426.0,17.68988095238095,68.86309523809526
2021-10-02,0.6814285714285715,423.0,17.89731292517007,73.59209183673468
